Data	O
will	O
be	O
tested	O
for	O
outliers	O
and	O
normality	O
by	O
means	O
of	O
Q	O
-	O
Q	O
plots	O
and	O
histogram	O
visual	O
inspection	O
.	O

Database	O
searching	O
and	O
secondary	O
analyses	O
Data	O
generated	O
from	O
peptide	O
mass	O
mapping	O
(	O
PMM	O
)	O
of	O
each	O
spot	O
were	O
used	O
to	O
perform	O
searches	O
of	O
the	O
SWISS	O
-	O
PROT	O
,	O
NCBI	O
and	O
TrEMBL	O
databases	O
using	O
the	O
programs	O
Aldente	O
(	O
www	O
.	O
expasy	O
.	O
ch	O
)	O
and	O
MASCOT	O
(	O
www	O
.	O
matrixscience	O
.	O
com	O
).	O

Conclusion	O
In	O
conclusion	B-IE
,	O
lower	O
early	O
pregnancy	O
25OHD	O
was	O
associated	B-SR
with	O
pregnancy	O
loss	O
.	O

A	O
high	B-IE
index	I-IE
of	I-IE
suspicion	I-IE
by	O
the	O
emergency	O
physician	O
in	O
addition	O
to	O
successful	O
coordination	O
of	O
care	O
between	O
the	O
emergency	O
physician	O
,	O
obstetrician	O
,	O
and	O
cardiothoracic	O
/	O
vascular	O
surgeon	O
is	O
necessary	B-IC
for	O
a	O
successful	O
outcome	O
.	O

Even	B-ACF
in	O
adulthood	O
the	O
same	O
epigenetic	O
processes	O
drive	O
cell	O
proliferation	O
,	O
differentiation	O
,	O
function	O
and	O
adaptation	O
.	O

(	O
2013	O
)	O
*	O
Xie	O
et	O
al	O
.	O

Causal	O
biological	O
mechanisms	O
for	O
the	O
observed	B-IE
positive	O
,	O
though	B-ACF
statistically	O
in	O
-	O
significant	O
association	B-SR
between	O
long	O
sleep	O
duration	O
and	O
GDM	O
are	O
not	B-FU
clear	I-FU
.	O

Along	B-IE
this	I-IE
line	I-IE
,	O
it	O
was	O
recently	B-IE
demonstrated	O
that	O
chronic	O
activation	O
of	O
the	O
β3	O
adrenoreceptor	O
induces	O
coupled	O
increases	O
in	O
lipolysis	O
,	O
de	O
novo	O
lipogenesis	O
and	O
fatty	O
acid	O
beta	O
-	O
oxidation	O
not	O
only	O
in	O
white	O
,	O
but	O
also	O
in	O
BAT	O
(	O
Mottillo	O
et	O
al	O
.,	O
2014	O
).	O

Papillary	O
thyroid	O
cancer	O
is	O
the	O
most	B-IC
common	I-IC
histological	O
type	O
detected	O
in	O
pregnant	O
women	O
,	O
and	O
in	O
most	O
