TOKEN	TRUE	PREDICTED
We	O	O
suggest	O	O
the	O	O
long	O	O
-	O	O
term	O	O
fallow	O	O
up	O	O
of	O	O
mothers	O	O
and	O	O
infants	O	O
with	O	O
more	O	O
abundant	O	O
sample	O	O
.	O	O

All	O	O
pregnant	O	O
women	O	O
in	O	O
the	O	O
waiting	O	O
areas	O	O
of	O	O
the	O	O
ANC	O	O
clinics	O	O
are	O	O
informed	O	O
about	O	O
the	O	O
study	O	O
.	O	O

Thus	O	O
,	O	O
the	O	O
strength	O	O
and	O	O
duration	O	O
of	O	O
sunlight	O	O
exposure	O	O
become	O	O
the	O	O
main	O	O
factors	O	O
affecting	O	O
the	O	O
Vitamin	O	O
D	O	O
level	O	O
in	O	O
their	O	O
bodies	O	O
.	O	O

The	O	O
latter	O	O
exposure	O	O
was	O	O
not	O	O
associated	O	O
with	O	O
any	O	O
outcome	O	O
(	O	O
data	O	O
not	O	O
shown	O	O
).	O	O

Differences	O	O
were	O	O
considered	O	O
significant	O	O
at	O	O
P	O	O
≤	O	O
0	O	O
.	O	O
05	O	O
.	O	O

4	O	O
.	O	O

To	O	O
this	O	O
end	O	O
,	O	O
we	O	O
recommend	O	O
a	O	O
cue	O	O
to	O	O
be	O	O
taken	O	O
from	O	O
new	O	O
approaches	O	O
to	O	O
iron	O	O
fortification	O	O
technology	O	O
development	O	O
whereby	O	O
iron	O	O
-	O	O
mediated	O	O
undesirable	O	O
taste	O	O
and	O	O
appearance	O	O
are	O	O
prevented	O	O
while	O	O
its	O	O
stability	O	O
and	O	O
bioavailability	O	O
are	O	O
preserved	O	O
[	O	O
60	O	O
].	O	O

Bonferroni	O	O
analysis	O	O
indicated	O	O
that	O	O
RC	O	O
females	O	O
presented	O	O
a	O	O
significant	O	O
decrease	O	O
in	O	O
the	O	O
gene	O	O
expression	O	O
of	O	O
Acaca	O	O
,	O	O
Fasn	O	O
,	O	O
Cpt1a	O	O
,	O	O
Acox1	O	O
,	O	O
Insig1	O	O
,	O	O
and	O	O
Hmgcr	O	O
in	O	O
liver	O	O
,	O	O
and	O	O
Scd1	O	O
in	O	O
PAT	O	O
compared	O	O
to	O	O
that	O	O
of	O	O
CC	O	O
ones	O	O
(	O	O
Figures5A	O	O
–	O	O
C	O	O
).	O	O

At	O	O
T1	O	O
and	O	O
T3	O	O
,	O	O
participants	O	O
answered	O	O
questionnaires	O	O
regarding	O	O
lifestyle	O	O
factors	O	O
and	O	O
background	O	O
data	O	O
.	O	O

On	O	O
a	O	O
subsequent	O	O
encounter	O	O
with	O	O
the	O	O
allergen	O	O
,	O	O
bridging	O	O
of	O	O
2	O	O
or	O	O
more	O	O
IgE	O	O
antibodies	O	O
leads	O	O
to	O	O
degranulation	O	O
of	O	O
the	O	O
mast	O	O
cell	O	O
with	O	O
release	O	O
of	O	O
preformed	O	O
mediators	O	O
such	O	O
as	O	O
histamine	O	O
,	O	O
serotonin	O	O
,	O	O
tryptase	O	O
,	O	O
chymase	O	O
,	O	O
kininogenase	O	O
,	O	O
and	O	O
heparin	O	O
.	O	O

Women	O	O
in	O	O
the	O	O
highest	O	O
quintile	O	O
of	O	O
total	O	O
sugar	O	O
intake	O	O
during	O	O
pregnancy	O	O
had	O	O
a	O	O
lower	O	O
pre	O	O
-	O	O
pregnancy	O	O
BMI	O	O
,	O	O
higher	O	O
total	O	O
energy	O	O
intake	O	O
and	O	O
gained	O	O
more	O	O
weight	O	O
during	O	O
pregnancy	O	O
than	O	O
women	O	O
in	O	O
the	O	O
lowest	O	O
quintile	O	O
.	O	O

Health	O	O
and	O	O
dietary	O	O
information	O	O
were	O	O
obtained	O	O
from	O	O
parental	O	O
report	O	O
and	O	O
confirmed	O	O
by	O	O
medical	O	O
records	O	O
from	O	O
the	O	O
primary	O	O
care	O	O
physician	O	O
or	O	O
the	O	O
hospital	O	O
.	O	O

Nimitphong	O	O
et	O	O
al	O	O
.	O	O

Whilst	O	O
the	O	O
latter	O	O
studies	O	O
were	O	O
not	O	O
specifically	O	O
performed	O	O
in	O	O
women	O	O
with	O	O
GDM	O	O
,	O	O
they	O	O
suggest	O	O
that	O	O
the	O	O
concept	O	O
of	O	O
GI	O	O
is	O	O
valid	O	O
in	O	O
pregnancy	O	O
,	O	O
and	O	O
it	O	O
would	O	O
be	O	O
appropriate	O	O
to	O	O
recommend	O	O
low	O	O
GI	O	O
carbohydrate	O	O
to	O	O
women	O	O
with	O	O
GDM	O	O
.	O	O

The	O	O
average	O	O
number	O	O
of	O	O
visits	O	O
to	O	O
the	O	O
general	O	O
practitioner	O	O
was	O	O
4	O	O
.	O	O
8	O	O
±	O	O
2	O	O
.	O	O
54	O	O
.	O	O

The	O	O
RV	O	O
diet	O	O
has	O	O
2	O	O
mg	O	O
/	O	O
kg	O	O
of	O	O
folate	O	O
.	O	O

Therefore	O	O
,	O	O
it	O	O
is	O	O
crucial	O	O
to	O	O
monitor	O	O
the	O	O
homocysteine	O	O
levels	O	O
in	O	O
body	O	O
fluids	O	O
of	O	O
autistic	O	O
children	O	O
.	O	O

Each	O	O
adult	O	O
egg	O	O
-	O	O
laying	O	O
hen	O	O
consumes	O	O
100	O	O
–	O	O
115	O	O
g	O	O
/	O	O
day	O	O
feeds	O	O
fortified	O	O
with	O	O
1600	O	O
IU	O	O
/	O	O
kg	O	O
Vitamin	O	O
D	O	O
(	O	O
both	O	O
Vitamin	O	O
D2	O	O
and	O	O
Vitamin	O	O
D3	O	O
),	O	O
as	O	O
indicated	O	O
by	O	O
Chinese	O	O
nutrition	O	O
standards	O	O
for	O	O
feeding	O	O
egg	O	O
-	O	O
laying	O	O
hens	O	O
.	O	O

Caption	O	O
(	O	O
BOXED	O	O
-	O	O
TEXT	O	O
)	O	O
Box	O	O
2	O	O
.	O	O

Body	O	O
weight	O	O
was	O	O
measured	O	O
at	O	O
birth	O	O
and	O	O
weaning	O	O
,	O	O
and	O	O
weight	O	O
gain	O	O
was	O	O
calculated	O	O
weekly	O	O
from	O	O
0	O	O
–	O	O
29	O	O
weeks	O	O
post	O	O
-	O	O
weaning	O	O
.	O	O

Diagnosis	O	O
of	O	O
Allergy	O	O
During	O	O
Pregnancy	O	O
The	O	O
diagnosis	O	O
of	O	O
allergy	O	O
in	O	O
pregnant	O	O
women	O	O
should	O	O
focus	O	O
on	O	O
a	O	O
detailed	O	O
medical	O	O
history	O	O
and	O	O
symptom	O	O
analysis	O	O
.	O	O

In	O	O
addition	O	O
,	O	O
high	O	O
IMF	O	O
deposition	O	O
may	O	O
negatively	O	O
affect	O	O
YG	O	O
(	O	O
or	O	O
retail	O	O
beef	O	O
yield	O	O
).	O	O

Participants	O	O
and	O	O
Procedures	O	O
Participants	O	O
were	O	O
offspring	O	O
of	O	O
women	O	O
recruited	O	O
into	O	O
the	O	O
Fit	O	O
for	O	O
Delivery	O	O
study	O	O
,	O	O
a	O	O
clinical	O	O
trial	O	O
that	O	O
examined	O	O
the	O	O
effects	O	O
of	O	O
a	O	O
lifestyle	O	O
intervention	O	O
to	O	O
reduce	O	O
excessive	O	O
GWG	O	O
in	O	O
normal	O	O
weight	O	O
and	O	O
overweight	O	O
/	O	O
obese	O	O
women	O	O
(	O	O
Clinical	O	O
Trials	O	O
no	O	O
.	O	O

For	O	O
the	O	O
microarray	O	O
experiments	O	O
individual	O	O
biotin	O	O
-	O	O
labeled	O	O
cRNA	O	O
was	O	O
synthesised	O	O
by	O	O
the	O	O
Gene	O	O
Chip	O	O
3	O	O
'	O	O
Express	O	O
Kit	O	O
(	O	O
Affymetrix	O	O
,	O	O
Santa	O	O
Clara	O	O
,	O	O
CA	O	O
,	O	O
USA	O	O
).	O	O

More	O	O
of	O	O
the	O	O
women	O	O
taking	O	O
the	O	O
weekly	O	O
dose	O	O
were	O	O
mildly	O	O
anemic	O	O
(	O	O
with	O	O
hemoglobin	O	O
levels	O	O
shown	O	O
not	O	O
to	O	O
carry	O	O
any	O	O
risk	O	O
for	O	O
mothers	O	O
and	O	O
infants	O	O
)	O	O
compared	O	O
with	O	O
the	O	O
women	O	O
taking	O	O
the	O	O
daily	O	O
dose	O	O
.	O	O

Recruitment	O	O
and	O	O
consent	O	O
of	O	O
women	O	O
In	O	O
the	O	O
intervention	O	O
clusters	O	O
,	O	O
SSs	O	O
will	O	O
make	O	O
systematic	O	O
door	O	O
-	O	O
to	O	O
-	O	O
door	O	O
visits	O	O
to	O	O
identify	O	O
new	O	O
pregnancies	O	O
through	O	O
menstrual	O	O
cycle	O	O
tracking	O	O
of	O	O
all	O	O
women	O	O
of	O	O
reproductive	O	O
age	O	O
.	O	O

Information	O	O
of	O	O
the	O	O
single	O	O
datasets	O	O
are	O	O
stored	O	O
using	O	O
anonymous	O	O
IDs	O	O
.	O	O

Although	O	O
not	O	O
significant	O	O
,	O	O
a	O	O
negative	O	O
trend	O	O
was	O	O
seen	O	O
between	O	O
the	O	O
number	O	O
of	O	O
infections	O	O
a	O	O
child	O	O
experienced	O	O
and	O	O
cathelicidin	O	O
concentration	O	O
.	O	O

We	O	O
compared	O	O
baseline	O	O
characteristics	O	O
and	O	O
the	O	O
distribution	O	O
of	O	O
our	O	O
prestated	O	O
confounders	O	O
for	O	O
intervention	O	O
and	O	O
placebo	O	O
groups	O	O
.	O	O

Decreasing	O	O
slaughter	O	O
age	O	O
may	O	O
be	O	O
better	O	O
for	O	O
reducing	O	O
production	O	O
costs	O	O
when	O	O
feed	O	O
prices	O	O
are	O	O
high	O	O
.	O	O

For	O	O
instance	O	O
,	O	O
different	O	O
polyunsaturated	O	O
fatty	O	O
acids	O	O
(	O	O
PUFAs	O	O
)	O	O
have	O	O
been	O	O
shown	O	O
to	O	O
differently	O	O
influence	O	O
the	O	O
outcome	O	O
of	O	O
eczema	O	O
in	O	O
the	O	O
child	O	O
.	O	O

Rather	O	O
than	O	O
basing	O	O
the	O	O
need	O	O
for	O	O
insulin	O	O
on	O	O
glycemic	O	O
parameters	O	O
alone	O	O
,	O	O
some	O	O
have	O	O
advocated	O	O
the	O	O
combined	O	O
use	O	O
of	O	O
ultrasound	O	O
assessment	O	O
of	O	O
fetal	O	O
abdominal	O	O
circumference	O	O
in	O	O
combination	O	O
with	O	O
blood	O	O
glucose	O	O
levels	O	O
.	O	O

Reactive	O	O
oxygen	O	O
species	O	O
are	O	O
also	O	O
proposed	O	O
to	O	O
stimulate	O	O
the	O	O
production	O	O
of	O	O
alpha	O	O
-	O	O
ketoglutarate	O	O
,	O	O
a	O	O
co	O	O
-	O	O
substrate	O	O
for	O	O
TETs	O	O
and	O	O
one	O	O
of	O	O
the	O	O
two	O	O
main	O	O
classes	O	O
of	O	O
histone	O	O
demethylases	O	O
(	O	O
Chervona	O	O
&	O	O
Costa2012	O	O
;	O	O
Ruiz	O	O
-	O	O
Hernandez	O	O
et	O	O
al	O	O
.	O	O
2015	O	O
).	O	O

Results	O	O
Figure	O	O
1outlines	O	O
the	O	O
flow	O	O
of	O	O
participants	O	O
.	O	O

They	O	O
are	O	O
listed	O	O
in	O	O
the	O	O
table	O	O
footnotes	O	O
.	O	O

The	O	O
focus	O	B
was	O	O
on	O	O
those	O	O
canonical	O	O
pathways	O	O
which	O	O
came	O	O
up	O	O
at	O	O
least	O	O
once	O	O
within	O	O
the	O	O
top	O	O
ten	O	O
regulated	O	O
pathways	O	O
within	O	O
one	O	O
single	O	O
analysis	O	O
.	O	O

Specifically	O	O
,	O	O
POU2F1	O	O
binding	O	O
sites	O	O
were	O	O
overrepresented	O	O
among	O	O
loci	O	O
associated	O	O
with	O	O
both	O	O
LINE	O	O
-	O	O
1	O	O
and	O	O
AluYb8	O	O
extent	O	O
.	O	O

Spearman	O	O
Rank	O	O
correlation	O	O
test	O	O
showed	O	O
a	O	O
negative	O	O
significant	O	O
relationship	O	O
between	O	O
second	O	O
trimester	O	O
visfatin	O	O
level	O	O
and	O	O
birth	O	O
height	O	O
(	O	O
p	O	O
=	O	O
0	O	O
.	O	O
015	O	O
,	O	O
r	O	O
=-	O	O
0	O	O
.	O	O
523	O	O
)	O	O
in	O	O
group	O	O
B	O	O
(	O	O
Table	O	O
2	O	O
).	O	O

Multiple	O	O
regression	O	O
analyses	O	O
were	O	O
then	O	O
conducted	O	O
to	O	O
determine	O	O
the	O	O
most	O	O
robust	O	O
set	O	O
of	O	O
predictors	O	O
of	O	O
offspring	O	O
weight	O	O
parameters	O	O
after	O	O
adjustment	O	O
for	O	O
treatment	O	O
group	O	O
,	O	O
infant	O	O
sex	O	O
,	O	O
recruitment	O	O
clinic	O	O
,	O	O
weeks	O	O
of	O	O
gestation	O	O
at	O	O
delivery	O	O
,	O	O
and	O	O
breastfeeding	O	O
(	O	O
in	O	O
6	O	O
-	O	O
month	O	O
analyses	O	O
).	O	O

Implications	O	O
for	O	O
regulatory	O	O
toxicology	O	O
and	O	O
intervention	O	O
All	O	O
the	O	O
previous	O	O
considerations	O	O
are	O	O
vital	O	O
for	O	O
effective	O	O
regulatory	O	O
toxicology	O	O
and	O	O
potential	O	O
intervention	O	O
